concept_from_alex_street,count_unique_wiki_article_text_appeared_in,count_unique_wiki_article_title_appeared_in,count_unique_alexander_street_docs_appeared_in
tales,367227,5714,1
debut,367073,1591,1
important,366398,897,73
brows,366179,18647,1
closer,366171,4705,1
erection,365170,121700,3
involves,365021,136,3
across,364813,15895,6
involve,364732,370,2
pleading,364705,2760,1
indian,364647,48016,2
prize,364557,15942,8
angels,364183,18028,6
job,364075,22947,128
paused,363486,1386,5
miss,363083,15033,9
homes,362688,7235,79
charges,362606,45987,6
world war,362572,4869,22
c december,362543,62,1
staff,361671,2953,29
yellow,361670,8298,3
killed,361638,5082,20
din,361540,26568,2
return,361465,3766,85
willed,361237,3774,1
daughter,361038,3059,53
death rate,360949,61,2
manger,360752,3909,1
smith,360665,22117,4
friend,360617,6887,43
degree,360564,2671,45
brown,360511,22499,7
replace,360489,487,4
diverted,360339,664,1
collecting,360221,7151,4
enacted,359888,1455,30
complete,359568,2332,26
least,359545,38240,117
songs,359507,117593,8
academy,359263,21141,6
foundation,358900,8649,18
hat,358584,16653,9
election,358488,120149,77
politics,358430,11709,64
log,358159,11614,5
reach,357695,15444,42
lies,356864,3261,3
act,356855,23027,148
kin,356622,20959,5
historic,356566,30001,1
throughout,356030,112,4
andrew,355888,28920,2
fur,354249,101949,1
body,353847,4860,63
spouses,353740,1774,1
available,353690,182,13
associates,353394,2687,11
spouse,353344,645,10
bogy,353276,4699,1
groups,352920,32672,37
associated,352791,2681,12
mother,352657,4371,241
recited,352357,7534,1
shave,352100,6560,1
keep,351988,7491,140
appended,351804,601,2
appealed,351539,1641,5
fire,351409,20256,24
era,351183,6088,7
singer,351144,10877,5
sinner,350308,11873,1
redding,350303,4552,1
market,349985,11466,12
future,349608,12525,102
blue,349415,24440,8
human,349339,10526,27
mouth,349298,83236,10
deported,349282,1463,2
appeared,348979,235,51
reported,348859,4022,66
design,348839,5214,6
going,348808,4113,195
call,348723,12245,146
wars,348238,14833,1
mazes,346251,1426,1
reporter,345417,1812,4
vice,345257,9026,4
industry,344352,4957,285
fourth,344224,4373,7
wets,344078,46604,2
clear,343831,2910,33
bottle,343813,31822,2
possibly,343743,466,13
key,343718,8157,6
waiters,343492,4488,1
high school,343436,39803,10
buy,343346,25930,24
study,342995,4472,188
confidence,342964,11309,24
note,342708,7290,44
uses,342620,3666,1
concert,341609,5971,5
notion,341370,14977,6
force,341195,18354,70
selections,340623,118384,2
followed,340591,1064,58
males,340548,2014,15
composer,340397,11233,5
battel,340054,29944,1
sets,339843,4305,2
rules,339792,6835,27
felt,339690,4496,74
heart,339652,17871,78
pop,339463,8654,1
limited,339438,7274,32
grave,338955,11073,20
sop,338451,9671,1
movement,337671,13505,121
stayed,337148,1527,7
movements,336981,10719,8
mus,336825,11795,1
fires,336256,4881,2
increased,336053,223,21
hearth,335717,32706,3
sands,335304,7190,1
mens,335100,87775,1
blow,334674,6166,8
front,334559,6416,26
composed,334545,4161,22
capitol,334493,7658,28
weigh,334441,2769,1
interests,334396,1453,89
months,334246,2473,18
guarded,334161,7431,3
meats,333642,4795,1
joseph,333554,31635,1
appointed,333255,383,129
waves,333242,19132,3
winning,333154,2735,20
doubled,332775,25192,1
lands,332543,5041,7
directed,332465,6684,18
instead,332276,399,26
retire,332194,1485,4
entertainments,332028,4070,2
officer,330987,19085,10
natural,330941,7250,6
meant,330750,5762,27
respite,330730,170,2
oh,330110,18573,5
despite,329741,228,3
entertainment,329557,4099,3
laughter,329411,3296,9
mix,329324,9634,1
increases,328497,193,1
route,328470,79394,1
follows,328160,2978,95
strong,328050,4126,27
chill,327666,10943,1
sits,327467,8735,2
tones,327405,15912,4
walks,327110,18095,3
christian,327089,17656,6
loves,326660,5918,7
publications,326098,1498,3
pies,326085,4255,1
increase,325635,370,54
halls,325333,15665,5
modification,325265,431,3
districts,324949,110784,8
cats,324855,7186,1
dad,324788,7617,1
peerage,324666,2491,2
japan,323606,12870,20
chili,323484,10748,1
grind,323281,20984,1
introduces,323210,258,1
introduce,323206,265,23
federal,322989,12107,4
managers,322931,3449,7
storting,322676,9105,3
zones,322578,23451,1
beginning,322311,1053,133
hears,322132,25569,3
statistics,322111,7071,6
promoted,321729,1059,6
decree,321602,2382,9
stage,321583,130927,25
find,321302,9498,214
need,321263,3372,256
praised,320744,1149,1
posts,320544,12203,5
selected,319828,2667,18
joy,319826,29934,30
influences,319727,720,1
conference,319496,12276,232
older,319152,14890,1
reached,318899,1255,52
influence,318748,1310,79
additional,318709,547,1
influenced,318691,712,7
residence,318671,4692,20
actor,318426,15290,2
previously,318349,157,1
schools,318293,123688,81
construction,318131,4195,4
color,318121,5896,42
canadians,318019,16940,1
active,317707,1679,37
census,317663,2476,13
behind,317608,1578,12
grownups,316750,1832,3
regaining,316582,615,2
decided,316019,1196,81
setting,315944,2960,12
capital,315884,8008,14
commision,315753,8741,1
dinners,315622,4579,1
turned,315591,5778,46
canadian,315559,16807,1
tempted,315368,12706,2
chile,315368,10731,23
entry,314612,2413,5
require,314306,851,9
writing,314301,4288,41
file,313285,5678,13
cure,313199,8054,5
raid,313010,3084,2
bitter,312882,4883,1
makes,312810,6861,45
voted,312689,1553,38
seated,312662,1471,6
awarded,312632,20697,19
outsider,312474,1082,1
believed,312431,1899,37
vines,312070,5534,1
graduate,312010,1663,20
musician,311962,10427,1
graduates,311895,1500,19
graduated,311880,1526,23
teaches,311714,4180,2
retired,311691,829,1
raised,311230,902,49
motto,311227,1397,2
assistants,311107,2905,3
minor,311077,15295,5
minutes,310698,1726,35
classes,310456,1668,28
native,310134,5113,6
winner,309821,19625,1
alexandre,309321,28455,1
paris,309095,10731,58
ever,309043,5102,89
operated,308872,1628,4
training,308788,5858,71
relation,308229,37960,45
residences,307930,1851,1
involved,307849,403,10
mules,307737,8268,2
commissions,307716,10217,5
earned,307625,6547,8
joan,307541,25116,3
fraught,307483,1788,1
fought,307478,9403,28
document,307462,4401,2
lips,307433,2315,14
commission,307048,9730,106
cast,306797,11951,19
average,306748,1777,9
effect,306736,6352,168
woe,306696,16014,3
closed,306692,4233,16
ought,306593,1980,44
master,306553,13568,25
averages,306257,1205,1
sighed,306221,3538,2
mans,306051,11818,4
score,305947,4183,4
pines,305738,5387,2
believer,305716,1792,1
codification,305691,433,46
lived,305662,22273,53
tax,305583,20525,4
brother,305246,10649,21
meat,305100,9377,3
core,304977,32811,2
operate,304730,438,7
contain,304047,4244,5
scorn,303693,2681,4
believes,303529,1832,20
tither,303491,521,1
klan,303233,20367,1
points,302809,15950,27
registers,302752,10616,2
prior,302076,3544,1
signed,301847,1110,51
material,301800,3270,18
either,301658,2097,35
introduced,301563,300,188
imposed,301508,706,9
able,301173,1979,236
practiced,301133,2007,3
tony,301018,15936,1
parts,300899,15818,47
almost,300828,1104,37
true,300820,12767,119
chapter,300707,7631,10
china,300626,19953,22
loved,300551,29066,17
pie,300437,11233,1
natter,300234,2688,1
promoter,299841,506,1
outside,299789,3492,12
artists,299737,9570,5
pair,299510,11812,6
sought,299254,1530,24
fifth,299016,7318,3
pictured,298888,3961,4
attempted,298445,716,14
example,298311,765,91
falls,298138,9105,2
believe,298061,1855,275
hailed,297138,7942,4
italy,297069,6735,17
womens,296135,73972,1
punished,296076,837,9
flies,296035,3494,5
management,296025,9099,33
train,295770,16112,30
forms,295737,5431,37
replaced,295720,3252,9
agency,295562,5337,6
promote,295185,681,18
practice,294807,2372,76
largest,294647,3015,3
register,294216,10891,19
spent,294006,3852,46
warned,293984,6991,1
fin,293942,15483,1
carrier,293742,5453,2
watches,293540,1981,2
senior,293014,10896,2
join,292369,127983,45
performed,292307,1765,9
moan,292012,7065,1
lines,291848,4427,38
luck,291753,12733,1
thanked,291536,795,3
tons,291252,6186,2
compositions,291158,2233,2
winners,290824,4804,1
lord,290716,20641,23
greek,290606,46778,5
bottom,290568,1345,5
scout,290316,19907,3
health,290219,15650,104
successor,289985,1684,1
running,289985,5346,11
bus,289972,11356,3
toast,289846,10408,2
successors,289685,195,3
plant,289649,15847,7
tended,289191,4443,1
figure,289083,5292,12
tying,288679,5558,1
iii,288645,16773,1
writings,288596,3090,6
space,288261,12113,6
figured,288165,4994,1
advances,287777,4070,1
fifty,287676,4808,2
academic,287676,4964,1
advance,287580,3913,46
hair,287416,8293,13
room,287357,6953,56
ranch,287210,9585,1
curse,287180,6852,6
poor,287108,8537,21
roses,286913,5018,6
brought,286905,11834,184
better,286863,6689,75
wrought,286617,8697,6
separate,286297,818,7
separated,285957,696,6
cities,285934,5236,43
yearned,285549,1684,2
appeal,285386,2097,61
stories,285350,3805,8
frank,285141,21063,3
problem,284803,3954,106
appeals,284741,1942,9
quota,284461,18977,13
sometime,284336,318,1
coach,284265,5025,1
snow,283910,20146,6
money,283830,8371,126
learned,283748,1570,51
contrast,283604,1681,5
changed,283493,5527,46
lifting,283343,784,5
means,283189,5888,189
msubject,282551,688,1
musical,282540,15605,3
passed,282452,1044,231
arent,282381,10264,1
subject,282239,2663,266
representative,282223,18776,88
employes,282130,1335,22
volley,282066,17646,1
product,282055,15209,15
centered,281806,414,1
mailed,281270,7332,4
done,281092,7055,283
scores,281035,3798,2
holden,280809,14943,1
dec,280516,5418,1
coast,280507,14810,13
preached,280308,928,5
origin,280143,2859,3
finishes,280136,774,1
economic,280126,8324,10
sailed,280100,7468,4
profess,280030,3418,1
lie,279823,27573,9
noted,279738,3732,13
tact,279400,2735,2
jailed,279382,7308,1
regulars,279196,1585,1
retain,278992,7230,31
af,278894,18423,1
thus,278879,8535,24
tours,278730,20300,2
retaining,278689,670,1
required,278097,1074,70
requires,278005,925,7
regular,277848,2326,1
spanish,277840,6500,4
concept,277727,5614,4
executives,277443,3083,1
campaigns,277384,6246,2
pact,277300,3574,2
campaign,277252,6816,187
executive,277147,3596,9
base,277100,12724,8
goal,276953,5465,20
houses,276914,67122,27
food,276898,28519,29
valley,276756,20320,1
corporations,276568,10595,1
opening,276519,2557,47
caused,276200,2349,16
rise,276172,9059,24
mixed,276157,5330,2
attended,276082,1154,56
jock,275887,34227,1
causes,275870,3342,19
corporation,275841,12657,20
pace,275778,6814,2
successful,275635,120,30
cooing,275604,8634,1
attack,275470,7066,18
ab,275186,14258,1
finished,275026,879,16
false,274953,2489,3
grow,274836,3303,20
gun,274484,12055,3
turn,274313,6291,34
stirring,274295,4036,2
slip,273981,13131,1
gallery,273886,3414,5
success,273811,5893,112
rope,273611,15034,4
stairs,273414,5658,6
incomes,273271,1495,3
minister,273131,12786,44
process,273041,10798,23
silver,272989,6203,3
nature,272861,4845,105
experience,272812,1291,122
seeds,272509,4987,1
professor,271943,4032,17
religion,271784,7533,16
painted,271712,4772,3
tired,271595,2131,13
month,271280,14851,39
italians,271206,7984,2
italian,270959,8774,2
double,270879,25402,1
approximately,270666,78,3
weave,270615,8723,1
interest,270483,5649,233
synonym,270346,90,1
joe,270179,18246,2
buildings,269917,20418,7
settle,269692,37347,9
bar,269443,16272,39
commended,269438,1814,3
bell,269250,20539,2
detained,269080,1324,2
families,268983,1641,48
sung,268722,119932,14
patents,268668,2865,1
pope,268356,12099,1
daniel,268081,16578,1
brood,268080,12002,1
paid,268013,6411,108
serf,267708,5452,1
residents,267657,12739,2
ceases,267491,2891,1
empire,267427,10057,4
thinks,267412,4639,11
matched,266999,1560,1
north america,266949,4791,2
chances,266919,2595,3
students,266801,4436,51
voiced,266764,5257,1
stars,266747,8606,8
cowards,266567,4206,1
highest,266542,8463,8
carries,266534,5094,5
break,266434,4513,37
sings,266098,24530,1
assisting,266084,2105,7
commercial,266033,2788,1
entered,265851,597,37
assemble,265727,14920,1
oil,265571,11634,1
interview,265521,458,28
attempts,265106,698,7
attempt,265103,734,64
theatre,264686,15251,10
leave,264479,3632,80
obtained,264395,307,34
child,264201,11774,167
writers,263824,7881,6
swat,263718,4092,1
scott,263535,15422,1
possible,263478,1122,158
fact,263336,5978,440
spend,263334,8535,29
die,263205,14835,15
offer,263136,4222,36
self,263027,5481,2
gray,263022,15822,4
african,262906,26302,1
asia,262751,27679,5
hes,262735,15573,4
los angeles,262543,6037,16
stores,262154,9959,12
staying,262026,3621,2
products,261989,7138,7
kept,261876,5119,68
bay,261703,31490,5
inside,261645,2091,1
railways,261525,65848,1
early life,261490,174,1
condition,261403,3975,69
seating,261199,8928,2
railway,261180,63352,2
weak,261100,8756,15
retail,260786,994,1
hare,260484,12939,2
towards,260328,24720,1
yees,260270,5545,1
meal,260127,11456,1
represented,260083,298,65
course,259756,4712,225
new york times,259299,411,13
ch,258950,19410,1
model,258903,12118,1
reeds,258823,8344,1
employee,258805,1284,11
reads,258785,8195,10
branch,258662,8821,34
boss,258653,6136,3
commend,258611,6483,2
com,258601,4139,1
recording,258483,3767,1
preserve,258387,9816,13
files,258210,15039,1
raises,257940,1343,1
youths,257700,11869,2
insisted,257553,774,10
ireland,257547,18680,6
administration,257525,7245,63
consulted,257362,680,5
affair,257331,7246,6
defense,256863,10273,29
referred,256391,2317,33
explored,256356,1796,1
stain,256036,13836,1
parents,255928,1435,66
simply,255823,2294,20
skilled,255809,1237,3
relieves,255717,2387,1
unknown,255712,1434,3
sometimes,255539,306,13
earning,255521,6831,22
efforts,255442,3130,116
war p,255375,2476,1
captains,254699,4684,1
companies,254654,3967,2
implored,254580,499,1
wins,254363,2877,1
pained,254318,2489,1
iceland,254315,19601,2
louis,254314,23077,1
chicago,254219,8542,94
insists,253942,521,1
fountain,253831,23378,1
effort,253417,4331,105
personnel,253406,2801,6
oxford,253405,4327,2
russia,253329,19655,19
squire,253270,8595,1
characters,253117,16833,1
exceeded,253043,1131,2
higher,252984,4364,8
path,252902,8030,18
relations,252737,38820,18
columbia,252735,12256,80
marriage,252510,3433,234
defence,252503,10447,4
try,252498,7061,62
founding,252372,2449,7
francis,252310,21646,1
ems,252125,1604,1
feet,251937,6402,34
concern,251843,6273,10
usually,251610,1922,11
weeks,251437,3124,12
quality,251188,2628,21
aid,251122,11768,61
festival,250872,13876,2
writhing,250868,3270,1
reaching,250641,1713,7
ended,250551,1295,8
words,250514,38699,133
colombia,250381,11870,4
famous,250205,4403,2
finding,250097,2591,17
launched,250015,2007,12
especially,249894,387,28
novel,249837,17812,7
repealed,249642,768,3
copy,249612,6192,48
mountain,249595,22833,1
relieved,249584,5274,6
plans,249477,13785,51
stephen,249117,14171,1
challenge,249076,10900,16
challenged,249065,10659,6
sons,249018,4842,27
allen,248788,13820,1
blight,248735,21944,1
resources,248713,3873,10
channel,248573,9152,3
already,248354,1626,73
serve,247985,6932,143
ride,247893,11789,9
walk,247887,7363,15
spain,247777,21346,15
finally,247575,929,20
arms,247003,7547,19
welcoming,246960,200,1
preferred,246896,430,5
headed,246835,3427,8
institution,246735,8152,36
teaching,246496,1767,48
carriage,246424,4187,2
medal,246402,11804,3
earl,246398,23458,2
grant,246223,28951,17
oases,246138,3216,1
hired,246088,1675,1
participate,245884,280,16
schedules,245807,2154,2
participated,245783,23,2
schedule,245774,2706,2
scheduled,245757,2148,3
sprang,245726,5442,1
saying,245602,1306,55
arc,245529,8637,2
fix,245463,7270,4
hark,245352,17131,1
clauses,245065,2303,1
presented,245018,5327,112
captain,245016,4664,8
sister,244966,6362,17
cases,244542,6157,101
shared,243734,1986,5
texas,243532,26027,32
fields,243237,19015,27
exertions,243210,23451,2
carry,243172,23502,105
honour,242612,6762,1
shares,242406,2736,2
thoughts,242384,1425,13
numerous,242261,521,4
significant,242093,426,13
nod,242079,10373,1
variety,241830,889,9
faction,241729,11138,1
mr e,241655,1254,2
tricks,241480,2746,1
financing,241406,3813,1
longed,240862,984,4
occurred,240804,461,10
spring,240754,14215,26
sec,240565,5264,3
reappearance,240503,168,1
fade,240363,9009,1
becoming,240054,2620,10
repairing,239956,259,1
brink,239929,3891,2
eye,239646,8352,11
parliaments,239537,12540,2
contains,239470,2093,1
stone,239311,11078,4
expend,239105,917,1
maturity,239102,1076,2
japanese,239057,9973,3
joys,238798,8377,2
toleration,238794,7781,1
maternal,238518,7027,2
measuring,238513,600,1
nations,238464,13075,147
wings,238411,15072,5
prevented,237931,930,8
allowed,237883,1856,113
parliament,237839,12597,69
factor,237706,17133,6
compiled,237585,8290,5
divide,237533,3104,1
winter,237323,17035,26
architecture,237000,5789,6
costly,236428,13470,1
mostly,236287,401,1
towns,235907,24626,5
stock,235856,6579,5
chairman,235530,1285,217
property,235432,3558,112
chairmen,235384,2048,8
properly,235381,2633,2
boat,235075,6947,13
conversed,235040,2150,1
grade,234898,11151,9
police,234749,13738,18
shown,234736,31425,76
assembly,234702,13539,68
square,234563,8565,2
marriages,234532,3404,2
claim,234525,4308,43
element,234187,6122,3
lace,234144,4781,1
nets,234041,3788,1
hats,234021,11310,1
assistant,233625,3147,4
catholic,233526,18007,1
teacher,233476,3119,56
opponent,233023,807,2
readers,232951,9210,29
housed,232888,66296,3
adopted,232876,881,130
mr f,232853,1275,1
sitting,232847,2025,9
rent,232817,11616,12
hands,232701,15491,114
cochairman,232441,775,1
russian,231982,20795,1
memorial,231813,11847,13
rising,231707,3592,7
longer,231457,1295,58
budgets,231435,3726,1
standing,231302,3536,16
directory,231271,5883,1
serving,231170,622,23
opponents,231152,477,14
adapted,231073,605,2
pole,231014,11015,1
programs,230801,12532,8
girl,230658,19107,70
olympics,230628,36404,1
drives,230480,8085,4
forward,230272,1907,3
publication,230137,1636,29
warm,229824,18392,4
vases,229801,2757,1
fired,229666,20548,9
literature,229629,4906,28
dial,229598,4923,1
gas,229519,11645,1
britain,229435,6653,1
mail,229404,6204,1
entire,229358,14411,1
generally,229273,31304,6
medical,229260,11367,3
grate,228814,9017,1
pose,228728,19313,1
mam,228553,14971,1
communication,228488,6499,2
lifts,228413,4143,3
blond,228399,15504,1
supported,228389,2992,30
pacific,228341,10848,1
steep,228232,8918,1
commissioner,228170,10203,19
acquire,228160,440,10
inquired,228120,1365,2
new york city,228109,4475,64
survey,228037,3718,36
dominated,228033,325,1
consist,227965,5132,2
ears,227964,17251,10
